audio_id,text,label,split,is_ambiguous
03-01-02-01-02-02-24,Dogs are sitting by the door.,neutral,test,1
03-01-02-02-01-01-24,Kids are talking by the door.,neutral,test,1
03-01-02-02-01-02-24,Kids are talking by the door.,neutral,test,1
03-01-02-02-02-01-24,Dogs are sitting by the door.,neutral,test,1
03-01-02-02-02-02-24,Dogs are sitting by the door.,neutral,test,1
03-01-03-01-01-01-24,Kids are talking by the door.,happy,test,1
03-01-03-01-01-02-24,Kids are talking by the door.,happy,test,1
03-01-03-01-02-01-24,Dogs are sitting by the door.,happy,test,1
03-01-03-01-02-02-24,Dogs are sitting by the door.,happy,test,1
03-01-03-02-01-01-24,Kids are talking by the door.,happy,test,1
03-01-03-02-01-02-24,Kids are talking by the door.,happy,test,1
03-01-03-02-02-01-24,Dogs are sitting by the door.,happy,test,1
03-01-03-02-02-02-24,Dogs are sitting by the door.,happy,test,1
03-01-04-01-01-01-24,Kids are talking by the door.,sad,test,1
03-01-04-01-01-02-24,Kids are talking by the door.,sad,test,1
03-01-04-01-02-01-24,Dogs are sitting by the door.,sad,test,1
03-01-04-01-02-02-24,Dogs are sitting by the door.,sad,test,1
03-01-04-02-01-01-24,Kids are talking by the door.,sad,test,1
03-01-04-02-01-02-24,Kids are talking by the door.,sad,test,1
03-01-04-02-02-01-24,Dogs are sitting by the door.,sad,test,1
03-01-04-02-02-02-24,Dogs are sitting by the door.,sad,test,1
03-01-05-01-01-01-24,Kids are talking by the door.,angry,test,1
03-01-05-01-01-02-24,Kids are talking by the door.,angry,test,1
03-01-05-01-02-01-24,Dogs are sitting by the door.,angry,test,1
03-01-05-01-02-02-24,Dogs are sitting by the door.,angry,test,1
03-01-05-02-01-01-24,Kids are talking by the door.,angry,test,1
03-01-05-02-01-02-24,Kids are talking by the door.,angry,test,1
03-01-05-02-02-01-24,Dogs are sitting by the door.,angry,test,1
03-01-05-02-02-02-24,Dogs are sitting by the door.,angry,test,1
